"CntryResdnc","Age","Gender","Kids","Education","WorkStatus","AnnualIncome","CurrOccption","PostHeldYrs","PostHeldMths","CmmuntySize","MaritlStatus","SonsCnt","DaughtersCnt","D1DsnTmeWst","D2DelayActn","D3HesitatDsn","D4DelayDsn","D5PutoffDsn","A1BillsOnTm","A2OnTm4Appt","A3Rdy4NxtDy","A4RuningLate","A5ActvtDlyd","A6TmeMgmtTrg","A7FrndsOpn","A8ImpTskOnTm","A9MissDedlns","A10RnOutOfTm","A11DrAptOnTm","A12MorPnctul","A13RtneMntnc","A14SchdulLte","A15DldActCst","G1LteToTsk","G2LteTktPrch","G3PlnPrtyAhd","G4GetUpOnTme","G5PstLtrOnTm","G6RtrnCalls","G7DlyEsyTsks","G8PrmptDscsn","G9DlyTskStrt","G10TrvlRsh","G11RdyOnTme","G12StayOnTsk","G13SmlBlOnTm","G14PrmptRSVP","G15TskCmpErl","G16LstMntGft","G17DlyEsntPr","G18DyTskCmpl","G19PshTskTmr","G20CmpTskRlx","S1LfClsI2dl","S2LfCndExlnt","S3StsfdWtLf","S4GtImThgsLf","S5LvAgChgNth","CnsdrSlfProc","OthCsndrProc","DPMean","AIPMean","GPMean","SWLSMean","HDI","HumDev_Categ"
"United States",67.5,"Female","Yes Kids","deg","part-time",25000,"Business Owner",23,0,"Small Town","Divorced",3,0,3,3,4,4,4,3,1,3,2,3,3,1,3,3,4,5,2,3,1,3,3,2,3,2,2,2,3,4,4,1,4,3,4,5,4,5,4,4,5,4,4,2,3,4,4,"yes","yes",3.6,2.66666666666667,3.4,3.4,0.92,"VHigh"
"United States",55,"Male","Yes Kids","phd","full-time",150000,"Attorney",28,0,"Medium-Sized","Married",4,0,4,3,2,2,2,1,1,5,2,3,2,3,3,3,3,2,2,3,2,3,2,1,2,3,2,2,2,2,4,2,2,3,4,4,4,3,2,3,3,4,4,4,4,4,4,"yes","no",2.6,2.53333333333333,2.7,4,0.92,"VHigh"
"United States",28,"Female","No Kids","ma","full-time",35000,"Librarian",2,0,"Medium-Sized","Married",0,0,3,2,2,2,2,1,1,2,2,2,2,1,2,1,2,1,1,2,2,2,2,2,2,4,2,2,2,3,2,2,2,3,1,2,2,3,2,2,2,1,3,2,3,1,2,"no","no",2.2,1.6,2.15,2.2,0.92,"VHigh"
"United States",37.5,"Female","No Kids","ma","student",10000,"Student and Administrative Assistant",0,3,"Large-City","Married",0,0,3,3,1,1,1,1,1,2,2,3,2,2,2,2,2,4,3,3,1,3,4,2,2,4,4,2,2,1,3,2,5,4,1,2,3,4,4,3,5,3,4,4,4,3,3,"yes","yes",1.8,2.2,3,3.6,0.92,"VHigh"
"United States",55,"Female","No Kids","dip","full-time",35000,"CAD operator",4,1,"Medium-Sized","Single",0,0,4,3,3,3,3,1,2,2,4,3,4,4,3,4,4,3,3,4,3,3,4,2,5,5,2,2,4,3,4,3,4,4,2,3,3,3,2,4,3,4,2,3,3,1,2,"yes","yes",3.2,3.13333333333333,3.3,2.2,0.92,"VHigh"
"United States",55,"Male","Yes Kids","ltuni","full-time",87500,"Plant Engineering Supervisor",17,0,"Small City","Widowed",1,1,4,5,5,5,5,2,2,5,3,4,4,5,2,2,3,1,2,1,4,5,4,1,2,4,4,4,4,3,5,1,3,4,1,2,2,5,4,2,5,4,4,2,2,5,1,"yes","yes",4.8,3,3.2,2.8,0.92,"VHigh"
"United States",55,"Female","Yes Kids","deg","full-time",45000,"Computer Programmer",6,0,"Small City","Married",0,1,3,3,2,1,5,1,1,1,3,3,1,2,4,4,5,2,1,3,2,3,5,2,3,3,2,1,4,3,4,1,3,4,3,1,4,1,2,5,4,5,3,4,5,5,4,"yes","no",2.8,2.4,3,4.2,0.92,"VHigh"
"United States",55,"Male","No Kids","ma","unemployed",45000," teacher",8,0,"Medium-Sized","Single",0,0,2,3,1,1,1,2,1,3,2,2,2,2,2,1,2,2,2,3,1,2,2,1,2,3,1,2,2,2,3,1,1,3,3,2,2,1,1,3,2,3,1,2,3,4,2,"no","yes",1.6,1.93333333333333,2,2.4,0.92,"VHigh"
"United States",45,"Female","No Kids","deg","full-time",87500,"Insurance Claims Supervisor",1,1,"Large-City","Single",0,0,5,4,3,3,3,2,2,5,3,3,4,3,2,2,4,5,3,2,2,3,3,4,3,5,5,2,3,2,4,4,3,4,3,3,3,4,3,4,4,5,1,2,1,3,1,"yes","no",3.6,3,3.55,1.6,0.92,"VHigh"
"United States",45,"Female","Yes Kids","phd","full-time",67500,"college professor",9,8,"Large-City","Married",2,0,3,2,4,3,3,2,2,2,4,3,3,3,4,2,4,4,3,5,2,4,4,3,3,4,3,3,4,4,3,3,3,4,4,3,4,4,4,3,4,3,4,4,4,5,4,"yes","no",3,3.13333333333333,3.5,4.2,0.92,"VHigh"
"United States",55,"Male","Yes Kids","phd","full-time",250000,"Missing",0,0,"Medium-Sized","Married",2,0,2,3,3,3,2,3,2,4,2,3,2,3,3,3,3,2,2,4,2,3,3,3,3,5,3,3,4,4,3,3,3,4,5,5,4,3,2,3,3,4,4,4,4,4,4,"yes","yes",2.6,2.73333333333333,3.5,4,0.92,"VHigh"
"United States",32.5,"Female","No Kids","deg","unemployed",10000," houswife",5,6,"Medium-Sized","Married",0,0,4,2,3,3,3,1,1,3,2,3,1,2,3,2,5,2,4,2,4,3,5,2,1,2,3,5,4,4,4,2,3,5,2,2,4,1,1,4,4,4,5,5,4,4,4,"yes","no",3,2.53333333333333,3.1,4.4,0.92,"VHigh"
"United States",45,"Female","No Kids","phd","full-time",87500,"Doctor; Physician",5,0,"Medium-Sized","Single",0,0,3,2,3,3,3,1,3,4,5,3,4,5,4,3,4,2,5,2,5,4,3,2,3,3,3,3,2,3,3,2,4,4,1,3,4,3,3,4,4,4,3,3,3,4,3,"yes","yes",2.8,3.6,3.05,3.2,0.92,"VHigh"
"United States",32.5,"Female","No Kids","ma","full-time",150000,"manager",9,0,"Rural/Country","Married",0,0,4,3,4,3,3,1,1,5,3,3,4,4,4,3,4,2,4,2,3,3,4,1,2,4,2,3,4,4,4,2,3,4,1,3,4,2,1,5,4,5,3,3,4,4,4,"yes","yes",3.4,3.06666666666667,3.1,3.6,0.92,"VHigh"
"United States",55,"Female","Yes Kids","deg","full-time",25000,"Library technician",1,4,"Medium-Sized","Divorced",0,1,4,4,4,3,3,1,1,4,3,4,3,3,4,3,4,3,3,4,3,4,4,3,3,4,3,4,3,4,3,2,4,3,2,3,4,4,4,4,3,4,3,3,4,4,4,"yes","yes",3.6,3.13333333333333,3.4,3.6,0.92,"VHigh"
"United States",55,"Female","No Kids","ma","full-time",150000,"engineer",12,0,"Medium-Sized","Married",0,0,3,2,3,2,2,1,2,4,3,3,2,2,2,2,3,3,3,3,2,2,3,3,2,2,2,3,2,4,3,4,3,4,1,2,2,3,2,3,3,2,3,3,3,4,3,"no","no",2.4,2.46666666666667,2.65,3.2,0.92,"VHigh"
"United States",55,"Female","No Kids","phd","full-time",35000,"writer",4,0,"Large-City","Divorced",0,0,5,4,3,3,4,4,3,4,4,4,4,4,5,4,4,2,4,3,4,4,4,2,4,5,4,4,4,4,4,5,5,5,5,3,4,2,3,3,3,2,3,3,2,2,2,"yes","yes",3.8,3.8,3.75,2.4,0.92,"VHigh"
"United States",37.5,"Female","No Kids","phd","full-time",45000,"college professor",9,0,"Medium-Sized","Single",0,0,4,4,4,2,2,1,3,2,4,4,4,3,3,2,4,5,3,5,5,4,4,1,4,1,4,3,3,5,2,4,2,4,3,3,2,3,3,5,3,3,4,5,5,5,2,"yes","yes",3.2,3.46666666666667,3.1,4.2,0.92,"VHigh"
"United States",55,"Male","No Kids","deg","full-time",87500," consultant",1,6,"Large-City","Married",0,0,3,2,2,2,2,1,1,3,3,3,3,3,3,1,3,2,2,3,1,3,3,1,2,3,1,2,3,2,3,2,2,3,1,2,3,3,2,3,1,2,3,3,3,1,1,"yes","no",2.2,2.33333333333333,2.2,2.2,0.92,"VHigh"
"United States",25,"Female","No Kids","ltuni","student",10000,"Customer Service",1,3,"Medium-Sized","Single",0,0,5,5,3,3,3,3,5,5,5,1,2,5,5,5,5,2,5,3,5,5,5,3,2,5,5,5,4,3,5,5,5,5,4,4,5,4,4,5,5,5,3,4,3,2,2,"yes","yes",3.8,4.06666666666667,4.4,2.8,0.92,"VHigh"
"United States",67.5,"Male","Yes Kids","ltuni","part-time",15000,"chauffeur",17,0,"Rural/Country","Married",1,3,3,5,4,3,4,2,1,5,1,4,2,2,2,2,4,5,1,4,1,5,4,3,3,2,2,2,4,5,4,1,4,4,4,3,4,5,3,5,5,5,1,1,1,4,2,"yes","yes",3.8,2.73333333333333,3.6,1.8,0.92,"VHigh"
"United States",55,"Male","Yes Kids","ltuni","full-time",150000,"Corporation President",28,0,"Small City","Married",1,1,2,2,1,1,1,1,4,2,5,3,5,3,3,2,4,2,4,2,5,3,3,1,1,1,3,1,3,2,5,5,5,4,4,2,2,4,1,5,4,3,5,4,4,5,5,"yes","yes",1.4,3.2,2.95,4.6,0.92,"VHigh"
"United States",28,"Female","No Kids","deg","full-time",67500,"IT Specialist",4,0,"Medium-Sized","Married",0,0,4,4,4,3,3,3,3,4,3,3,2,3,2,3,3,4,4,4,3,3,4,3,3,4,4,4,4,4,4,2,3,4,4,5,4,4,4,3,3,4,4,4,4,4,3,"yes","yes",3.6,3.13333333333333,3.7,3.8,0.92,"VHigh"
"United States",32.5,"Female","No Kids","ma","full-time",67500,"Editor",1,10,"Small Town","Single",0,0,3,2,3,2,2,1,1,4,1,2,1,2,4,3,2,3,4,4,1,2,3,2,2,3,3,2,2,3,5,1,2,5,2,2,3,3,3,3,3,4,3,3,3,3,3,"yes","no",2.4,2.33333333333333,2.8,3,0.92,"VHigh"
"United States",67.5,"Female","Yes Kids","phd","full-time",67500,"academic/career coach & admin assistant",3,0,"Small City","Married",1,1,3,3,2,2,2,1,3,2,3,2,4,1,3,2,3,4,3,3,4,4,4,3,3,2,2,2,3,3,4,3,2,4,3,2,2,1,1,2,3,2,3,3,3,3,3,"yes","no",2.4,2.8,2.55,3,0.92,"VHigh"
"United States",55,"Female","No Kids","phd","full-time",87500," specialist",2,10,"Large Town","Missing",0,0,3,3,3,3,3,1,1,5,3,2,3,2,4,2,5,3,3,3,2,4,4,2,3,3,4,3,2,3,5,2,2,4,4,2,4,2,4,5,4,4,3,2,3,1,1,"yes","no",3,2.86666666666667,3.3,2,0.92,"VHigh"
"United States",55,"Female","No Kids","ma","unemployed",87500,"Unemployed",0,0,"Large-City","Single",0,0,3,2,3,3,3,5,1,3,4,3,2,3,3,3,4,3,2,2,3,2,2,1,1,3,5,3,3,2,3,2,4,4,5,3,4,1,3,3,4,2,2,2,3,2,1,"yes","no",2.8,2.86666666666667,2.9,2,0.92,"VHigh"
"United States",45,"Female","Yes Kids","phd","full-time",67500,"college professor",10,7,"Large Town","Married",1,0,3,2,1,1,1,2,2,2,3,3,4,3,4,4,4,1,2,2,3,4,5,2,1,1,2,5,4,2,5,1,1,4,3,3,4,3,2,5,4,4,3,3,4,5,5,"yes","yes",1.6,2.86666666666667,3.05,4,0.92,"VHigh"
"United States",45,"Female","Yes Kids","deg","full-time",87500,"Software Developer",6,7,"Large Town","Divorced",1,1,2,3,3,1,1,1,1,4,3,2,3,3,4,2,5,3,1,2,1,3,4,1,4,4,4,1,4,4,4,2,2,4,5,4,5,5,5,4,5,4,4,4,4,4,3,"yes","yes",2,2.53333333333333,3.75,3.8,0.92,"VHigh"
"United States",67.5,"Male","Yes Kids","phd","full-time",87500,"psychologis",30,0,"Medium-Sized","Married",1,1,3,3,2,1,1,1,2,2,3,2,2,3,2,2,3,4,3,2,1,2,4,2,2,2,1,2,2,2,3,2,4,3,2,2,2,3,2,3,2,2,3,3,3,4,3,"no","no",2,2.26666666666667,2.35,3.2,0.92,"VHigh"
"United States",32.5,"Female","No Kids","deg","full-time",67500,"Project Manager",2,0,"Medium-Sized","Single",0,0,3,4,2,1,1,1,1,2,1,2,3,2,2,1,1,3,1,2,1,1,3,1,2,1,3,3,3,2,3,1,3,1,1,3,2,4,3,2,2,3,4,4,4,4,3,"yes","no",2.2,1.6,2.3,3.8,0.92,"VHigh"
"United States",45,"Female","No Kids","ltuni","full-time",67500,"Market Analyst",10,0,"Large-City","Single",0,0,4,4,4,4,4,2,1,3,4,4,3,3,3,4,4,3,2,2,2,4,3,2,2,2,2,3,4,3,3,2,2,3,3,2,4,4,3,4,3,4,1,2,1,1,1,"yes","no",4,2.93333333333333,2.9,1.2,0.92,"VHigh"
"United States",55,"Male","Yes Kids","deg","full-time",67500,"manager",1,10,"Medium-Sized","Divorced",0,1,4,4,3,2,2,1,1,5,3,3,1,1,3,3,4,2,2,2,2,2,4,1,4,2,3,2,4,3,4,1,2,4,2,3,3,1,2,5,4,4,3,4,3,4,2,"yes","no",3,2.33333333333333,2.9,3.2,0.92,"VHigh"
"United States",37.5,"Female","No Kids","deg","full-time",87500,"Software Pro",0,2,"Small City","Married",0,0,2,3,3,1,1,1,1,2,2,2,1,3,3,3,2,3,2,3,2,1,2,1,2,2,2,2,2,3,2,3,2,3,1,2,2,3,2,3,3,3,5,5,5,5,5,"yes","yes",2,2.06666666666667,2.25,5,0.92,"VHigh"
"United States",37.5,"Female","No Kids","ma","part-time",35000,"Proofreader",5,0,"Large-City","Single",0,0,4,3,3,3,3,3,2,5,4,3,4,3,5,4,5,4,3,4,2,4,3,3,3,4,1,2,2,3,4,3,2,5,3,3,5,5,5,5,5,5,3,2,2,1,2,"yes","no",3.2,3.66666666666667,3.55,2,0.92,"VHigh"
"United States",32.5,"Male","No Kids","phd","full-time",150000,"Attorney",7,7,"Large-City","Married",0,0,2,3,2,2,2,1,1,1,3,2,4,3,3,1,3,2,3,4,1,3,4,1,2,4,3,2,3,2,3,1,4,2,1,4,4,5,4,3,4,1,3,3,2,3,1,"yes","yes",2.2,2.33333333333333,2.85,2.4,0.92,"VHigh"
"United States",55,"Male","Yes Kids","phd","full-time",87500,"psychologis",28,0,"Small City","Married",1,1,4,2,1,2,2,2,2,2,4,4,4,4,4,1,4,3,5,1,2,3,3,3,4,3,1,1,4,3,4,5,5,5,2,2,3,4,2,2,2,4,4,4,4,4,4,"yes","no",2.2,3,3.1,4,0.92,"VHigh"
"United States",55,"Female","Yes Kids","ma","full-time",67500,"college professor",9,0,"Medium-Sized","Divorced",1,0,4,4,4,3,3,2,5,4,5,5,5,5,5,3,5,4,5,3,5,5,5,3,4,5,3,1,2,4,4,5,5,5,4,4,5,5,5,4,5,5,3,3,4,3,3,"yes","yes",3.6,4.4,4.15,3.2,0.92,"VHigh"
"United States",28,"Female","No Kids","deg","full-time",45000,"Architect",2,0,"Medium-Sized","Married",0,0,4,3,3,4,3,1,3,2,5,4,4,3,4,5,5,2,5,3,4,4,4,2,3,2,2,3,4,4,4,3,3,5,3,1,4,3,3,4,4,3,2,3,3,4,4,"yes","yes",3.4,3.6,3.2,3.2,0.92,"VHigh"
"United States",32.5,"Female","Yes Kids","dip","full-time",87500,"Project Manager",1,6,"Small City","Married",0,1,3,4,2,2,2,1,1,2,3,4,4,2,3,1,2,3,1,4,3,4,4,2,2,5,1,3,3,3,3,1,2,3,1,4,4,4,4,4,4,4,3,2,2,2,3,"yes","yes",2.6,2.53333333333333,3.05,2.4,0.92,"VHigh"
"United States",55,"Male","Yes Kids","ma","Missing",-0.01,"Artist",28,0,"Medium-Sized","Divorced",0,1,2,2,3,2,2,3,2,5,3,2,1,3,3,2,2,2,3,3,2,3,3,2,4,2,2,3,2,3,3,3,3,3,3,3,3,4,3,3,4,3,5,5,5,5,4,"yes","no",2.2,2.6,2.95,4.8,0.92,"VHigh"
"United States",55,"Male","Yes Kids","deg","full-time",87500,"Business Systems Analyst",17,0,"Large-City","Married",0,1,4,4,2,3,3,1,1,3,2,5,4,4,5,5,5,2,2,2,2,5,5,3,1,5,3,2,4,3,5,1,3,5,2,3,5,3,5,5,5,4,2,3,2,2,2,"yes","yes",3.2,3.2,3.6,2.2,0.92,"VHigh"
"United States",37.5,"Female","No Kids","phd","full-time",67500,"Attorney",5,0,"Large-City","Single",0,0,5,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,2,4,5,1,3,5,4,5,5,5,5,1,4,5,5,5,5,5,5,3,3,2,4,3,"yes","yes",1.8,4.73333333333333,4,3,0.92,"VHigh"
"United States",32.5,"Male","No Kids","deg","full-time",67500,"Editor",10,8,"Large-City","Single",0,0,3,1,1,1,1,2,1,2,2,4,1,3,4,1,1,3,2,3,1,3,3,1,5,5,1,1,3,2,3,4,2,4,3,3,4,5,4,3,4,4,3,4,4,3,3,"yes","yes",1.4,2.2,3.2,3.4,0.92,"VHigh"
"United States",20,"Female","No Kids","ltuni","student",10000,"clerk",0,2,"Large-City","Separated",0,0,3,4,3,3,3,2,4,3,3,4,3,4,4,3,3,5,5,4,4,4,1,2,2,5,4,5,5,4,4,2,5,3,2,4,4,2,4,5,2,4,2,2,1,3,2,"yes","yes",3.2,3.66666666666667,3.45,2,0.92,"VHigh"
"United States",37.5,"Female","Yes Kids","phd","full-time",150000,"President",0,10,"Medium-Sized","Married",2,0,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,3,2,5,2,3,3,2,2,1,4,2,2,2,1,1,2,3,2,2,2,5,3,2,2,2,4,4,4,4,2,"no","no",1.2,1.8,2.25,3.6,0.92,"VHigh"
"United States",24,"Female","No Kids","deg","unemployed",-0.01,"Missing",0,0,"Large-City","Single",0,0,5,5,5,4,4,4,4,4,4,5,4,5,4,4,4,3,3,3,4,3,5,3,3,4,4,3,4,4,5,4,3,4,4,4,4,3,3,4,4,3,2,1,2,1,1,"yes","yes",4.6,3.86666666666667,3.75,1.4,0.92,"VHigh"
"United States",55,"Male","Yes Kids","ma","full-time",87500,"Corporate Trainer",3,6,"Medium-Sized","Married",2,1,2,2,2,3,3,1,1,3,3,3,1,2,2,1,3,1,2,2,2,3,3,1,1,1,1,1,1,2,1,1,1,3,1,2,2,2,1,2,2,2,3,4,4,4,3,"yes","no",2.4,2,1.55,3.6,0.92,"VHigh"
"United States",28,"Female","Yes Kids","deg","full-time",35000,"Missing",7,0,"Small Town","Divorced",1,1,4,1,4,1,1,1,1,5,5,1,3,5,5,1,5,1,5,1,5,4,5,1,3,4,1,1,4,5,4,4,5,4,1,1,4,4,4,3,5,1,5,5,5,5,5,"yes","yes",2.2,3.2,3.2,5,0.92,"VHigh"
"United States",32.5,"Female","No Kids","ltuni","full-time",25000,"Missing",1,0,"Village","Single",0,0,3,3,3,2,2,2,1,1,1,2,1,3,3,2,2,4,2,3,1,5,4,4,1,4,1,1,3,3,5,1,3,3,3,3,4,4,5,3,3,2,3,3,3,3,3,"yes","yes",2.6,2.2,3,3,0.92,"VHigh"
"United States",45,"Female","Yes Kids","phd","part-time",15000,"Missing",2,0,"Large Town","Married",0,1,3,3,3,1,1,1,2,2,4,3,3,2,3,2,4,3,3,3,3,3,3,2,2,3,3,2,3,3,4,4,4,4,3,3,3,4,4,4,3,4,4,3,4,4,3,"yes","yes",2.2,2.73333333333333,3.25,3.6,0.92,"VHigh"
"United States",45,"Female","No Kids","ma","full-time",55000,"Missing",14,0,"Village","Divorced",0,0,3,4,3,2,2,2,3,5,5,4,3,5,5,5,5,4,5,3,5,3,4,3,2,5,3,4,3,4,3,3,5,3,2,4,5,4,3,5,3,5,1,1,2,1,1,"yes","yes",2.8,4.13333333333333,3.65,1.2,0.92,"VHigh"
"United States",55,"Female","Yes Kids","phd","unemployed",87500,"Missing",0,0,"Small Town","Married",1,1,2,2,2,1,1,1,1,1,4,1,1,3,2,1,2,3,3,3,2,1,3,1,1,2,2,1,3,3,2,2,4,3,1,1,1,3,2,3,3,2,5,4,4,5,4,"no","no",1.6,1.93333333333333,2.15,4.4,0.92,"VHigh"
"United States",55,"Female","No Kids","deg","full-time",55000,"Missing",0,0,"Village","Single",0,0,3,5,3,4,4,3,3,4,4,4,2,5,4,3,4,4,4,4,3,4,4,3,5,5,5,3,4,4,4,3,4,5,4,4,4,4,4,4,4,4,2,2,2,2,2,"yes","yes",3.8,3.66666666666667,4.05,2,0.92,"VHigh"
"United States",45,"Female","Yes Kids","ma","part-time",87500,"Missing",0,0,"Large Town","Married",2,0,3,4,3,2,2,2,2,4,3,3,4,3,3,3,3,2,4,3,4,4,4,3,3,1,5,4,3,3,3,4,2,4,2,3,3,3,2,3,3,3,4,4,4,4,3,"yes","no",2.8,3.13333333333333,3.05,3.8,0.92,"VHigh"
"United States",37.5,"Female","Yes Kids","phd","full-time",150000,"Missing",9,0,"Large Town","Married",1,1,3,3,3,2,2,1,2,4,4,3,4,4,4,2,4,3,5,5,5,3,4,2,4,4,3,3,4,3,3,4,5,4,4,4,4,5,4,4,4,4,4,4,4,4,2,"yes","yes",2.6,3.53333333333333,3.8,3.6,0.92,"VHigh"
"United States",19,"Female","No Kids","ltuni","student",10000,"Missing",2,10,"Rural/Country","Single",0,0,4,3,2,2,2,1,2,5,4,3,4,4,4,2,5,3,4,5,5,3,5,3,3,5,4,3,3,4,4,2,5,4,1,5,4,4,4,4,4,5,3,3,4,3,3,"yes","yes",2.6,3.6,3.8,3.2,0.92,"VHigh"
"United States",55,"Female","Yes Kids","deg","part-time",10000,"Missing",0,3,"Large Town","Married",1,3,5,4,4,3,3,2,2,2,4,4,3,4,2,2,4,3,3,2,4,3,4,2,2,2,3,3,3,4,3,3,5,5,1,4,4,3,2,4,3,1,5,5,5,5,5,"no","no",3.8,2.93333333333333,3.05,5,0.92,"VHigh"
"United States",28,"Female","No Kids","deg","full-time",67500,"Missing",4,10,"Large Town","Married",0,0,4,2,2,2,2,1,4,5,5,2,1,4,4,1,2,2,5,2,5,2,4,1,1,5,2,4,2,2,5,4,4,4,1,4,4,5,1,3,2,4,5,5,5,5,4,"yes","no",2.4,3,3.1,4.8,0.92,"VHigh"
"United States",28,"Female","No Kids","phd","full-time",150000,"Missing",1,6,"Village","Single",0,0,3,4,2,2,2,2,3,5,4,4,1,5,4,3,4,5,5,5,5,5,5,4,3,5,1,2,5,2,4,1,5,5,5,2,5,4,4,5,5,5,5,5,5,5,5,"yes","yes",2.6,4,3.85,5,0.92,"VHigh"
"United States",37.5,"Female","No Kids","deg","full-time",35000,"Missing",6,8,"Medium-Sized","Married",0,0,4,4,4,3,3,2,2,3,4,3,3,5,4,4,5,4,3,4,2,4,5,3,4,5,4,5,5,5,5,3,4,4,4,5,4,4,5,5,5,4,2,3,3,4,1,"yes","yes",3.6,3.46666666666667,4.4,2.6,0.92,"VHigh"
"United States",55,"Female","Yes Kids","phd","full-time",67500,"Missing",0,0,"Village","Married",0,1,5,3,2,2,2,1,2,5,4,4,3,4,3,3,5,4,3,4,4,5,4,2,3,2,2,2,4,3,3,1,3,5,1,2,4,3,2,5,2,5,2,3,3,4,1,"yes","no",2.8,3.6,2.9,2.6,0.92,"VHigh"
"United States",32.5,"Female","Yes Kids","ma","part-time",35000,"Missing",6,8,"Medium-Sized","Married",0,1,4,5,5,3,3,1,4,1,5,2,1,3,2,2,5,2,5,1,5,4,4,1,1,5,3,4,3,4,2,5,5,4,1,5,3,4,4,5,3,2,3,4,2,3,2,"yes","yes",4,2.86666666666667,3.4,2.8,0.92,"VHigh"
"United States",55,"Male","Yes Kids","deg","full-time",-0.01,"Missing",10,0,"Rural/Country","Married",0,1,2,3,3,2,2,1,1,5,1,1,1,2,2,1,2,1,1,1,1,2,3,2,2,1,1,1,1,3,3,1,2,3,1,3,2,3,3,2,2,1,3,3,3,3,2,"no","no",2.4,1.53333333333333,2,2.8,0.92,"VHigh"
"United States",80,"Male","Yes Kids","phd","part-time",150000,"Missing",0,0,"Village","Married",1,2,4,4,4,3,3,1,1,2,4,4,4,4,4,4,4,3,4,3,3,3,4,2,3,3,2,2,4,4,4,2,2,4,2,3,3,3,3,5,4,3,4,3,4,3,2,"yes","yes",3.6,3.2,3.1,3.2,0.92,"VHigh"
"United States",67.5,"Male","Yes Kids","ma","retired",67500,"Missing",5,0,"Small Town","Married",1,3,4,4,4,2,2,1,1,3,1,1,1,3,5,1,2,1,1,1,1,1,1,1,1,1,1,1,5,5,5,1,3,3,1,1,4,3,2,2,3,3,4,5,5,5,3,"no","yes",3.2,1.6,2.35,4.4,0.92,"VHigh"
"United States",37.5,"Female","Yes Kids","deg","full-time",150000,"Missing",12,3,"Village","Married",0,2,4,4,4,3,3,1,1,4,3,4,1,2,4,5,4,3,3,2,3,2,3,1,2,3,1,2,3,4,4,3,3,4,3,3,4,4,4,5,5,4,3,3,3,4,4,"yes","yes",3.6,2.8,3.25,3.4,0.92,"VHigh"
"United States",28,"Female","No Kids","ma","full-time",87500,"Missing",3,5,"Rural/Country","Married",0,0,4,5,5,5,5,2,2,5,5,5,5,5,5,5,5,5,3,2,3,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,3,4,5,4,5,3,"yes","yes",4.8,4.13333333333333,4.8,4.2,0.92,"VHigh"
"United States",45,"Female","No Kids","ma","part-time",-0.01,"Missing",0,0,"Missing","Single",0,0,4,4,4,5,5,1,3,3,4,4,5,3,3,3,4,3,3,3,4,4,4,4,2,2,4,2,4,3,4,3,2,4,1,3,4,3,3,4,4,3,2,3,3,3,2,"yes","yes",4.4,3.33333333333333,3.15,2.6,0.92,"VHigh"
"United States",67.5,"Female","Yes Kids","phd","part-time",35000,"Missing",0,0,"Small Town","Married",0,2,2,1,1,1,1,4,1,1,3,5,1,3,3,1,3,2,1,4,1,1,1,1,1,5,1,3,1,5,2,1,4,3,1,1,1,2,2,2,2,2,3,3,3,4,2,"yes","no",1.2,2.26666666666667,2.05,3,0.92,"VHigh"
"United States",32.5,"Male","No Kids","deg","full-time",35000,"Missing",3,0,"Village","Single",0,0,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,3,1,1,3,1,1,1,3,4,1,1,4,1,1,1,4,2,2,3,2,3,3,4,3,3,"yes","no",2.2,1.13333333333333,2,3.2,0.92,"VHigh"
"United States",67.5,"Female","No Kids","dip","part-time",35000,"Missing",3,0,"Small Town","Married",0,0,4,3,2,2,2,2,2,3,3,4,4,3,2,2,3,2,3,2,2,3,3,2,2,2,3,3,4,3,4,2,2,3,2,2,3,2,2,3,4,3,4,4,4,4,3,"yes","yes",2.6,2.66666666666667,2.7,3.8,0.92,"VHigh"
"United States",55,"Female","Yes Kids","deg","full-time",35000,"Missing",4,0,"Small Town","Divorced",1,0,5,4,3,2,2,1,4,5,5,5,5,5,5,5,5,3,5,2,5,5,5,3,4,5,3,3,4,4,4,5,5,5,4,4,5,5,2,4,4,4,3,4,4,3,1,"yes","yes",3.2,4.33333333333333,4.1,3,0.92,"VHigh"
"United States",55,"Female","No Kids","deg","full-time",35000,"Missing",2,10,"Village","Married",0,0,4,3,3,2,2,1,3,2,4,4,4,4,4,4,4,1,3,4,4,4,4,2,3,4,4,2,4,2,3,4,4,4,2,2,2,4,3,4,2,4,3,3,3,3,3,"yes","yes",2.8,3.33333333333333,3.15,3,0.92,"VHigh"
"United States",55,"Female","No Kids","phd","full-time",87500,"Missing",0,0,"Small Town","Missing",0,0,5,5,4,3,3,1,1,5,4,4,4,5,5,3,5,2,2,2,2,5,5,1,3,2,2,2,4,4,4,4,4,5,2,4,5,5,2,4,4,3,3,3,3,4,1,"yes","yes",4,3.33333333333333,3.45,2.8,0.92,"VHigh"
"United States",45,"Female","No Kids","deg","full-time",-0.01,"Missing",13,0,"Large Town","Married",0,0,2,2,2,1,2,2,3,2,4,3,4,4,3,4,4,2,3,2,3,4,4,3,3,3,3,3,3,3,4,2,3,3,2,3,4,5,3,5,4,5,2,3,4,4,3,"yes","yes",1.8,3.13333333333333,3.4,3.2,0.92,"VHigh"
